Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Fuel Metering Sys Desc,Air Aspiration Method Desc,Trans Desc,Cyl Deact?,Var Valve Lift?
5.7,8,18.439,6,10.0,1,1,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,Y,N
,4,32.4351,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
3.5,6,29.3561,9,10.0,2,2,unknown,Turbocharged,XXXXX,,N
2.0,4,41.2808,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,Y
,4,47.038000000000004,1,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,Y
,4,30.4792,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,46.955,8,,2,2,unknown,Turbocharged,Semi-Automatic,,N
,6,24.8966,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
,4,32.8549,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
2.0,4,35.5376,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
,4,29.9555,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,N
3.0,6,32.4228,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,27.6312,7,10.0,2,2,unknown,Turbocharged,Automatic,N,N
4.0,8,21.9776,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,27.2488,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,Y
3.0,6,28.1843,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
,6,22.2857,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
4.0,8,23.0162,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
2.5,4,32.5741,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
,5,28.3247,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.0,4,34.0768,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
3.0,6,33.1162,8,,2,2,unknown,Turbocharged,Automatic,N,N
,6,23.7888,6,15.0,2,2,unknown,Naturally Aspirated,Manual,N,N
,4,32.5001,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,N,N
1.6,4,38.9307,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,4,31.3545,6,10.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Manual,N,N
3.6,6,20.656999999999996,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
1.5,4,32.5415,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,37.9711,6,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
2.0,4,32.7857,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.5,6,26.4254,7,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
3.6,6,24.9252,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
4.4,8,25.7109,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.9,8,21.8448,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.0,6,31.8809,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,6,24.8237,7,10.0,2,2,unknown,Turbocharged,Manual,N,Y
3.2,6,31.1365,9,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,N
2.0,4,29.1327,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,8,24.9089,10,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
3.0,6,29.3392,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
,6,25.9153,10,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,27.2566,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
,4,37.9986,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
5.3,8,22.7535,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
5.6,8,20.8705,7,10.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,Y
2.8,4,29.7726,6,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,,N
,6,21.4635,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,N,Y
4.4,8,25.7109,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,4,33.6611,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,4,27.7032,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
6.2,8,20.4739,8,10.0,1,1,unknown,Supercharged,XXXXX,Y,N
,6,28.5768,8,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
5.0,8,22.6122,8,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
3.8,8,23.7711,7,10.0,2,2,unknown,Turbocharged,Automatic,N,N
3.5,6,23.9469,6,10.0,2,2,Multipoint/sequential fuel injection,Supercharged,Manual,,N
,4,34.4024,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,23.8755,5,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
3.6,6,29.8923,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,N
3.0,6,29.5465,7,10.0,2,2,unknown,Turbocharged,XXXXX,   ,Y
,4,34.2684,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
3.6,6,25.9939,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
2.0,4,35.3105,6,15.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.3,4,30.4818,10,15.0,2,2,unknown,Turbocharged,XXXXX,N,N
2.0,4,32.8726,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
3.6,6,26.712,8,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
,4,33.9441,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,8,23.7711,7,10.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Automatic,,N
4.7,8,20.48,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
3.5,6,30.2932,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
,8,23.4876,8,10.0,1,1,unknown,Naturally Aspirated,Automatic,Y,N
2.0,4,38.8168,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
,4,55.2009,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
1.5,4,38.0688,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),N,N
2.4,4,33.294000000000004,9,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,Y
,8,21.3254,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
2.5,4,40.8857,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
4.0,8,23.816999999999997,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),Y,Y
3.0,6,27.2521,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,,N
2.0,4,32.7579,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
3.0,6,27.8885,9,10.0,2,2,unknown,Turbocharged,Automatic,N,N
2.0,4,31.6089,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.0,6,29.7936,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
,4,35.0701,7,85.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,,N
2.5,4,35.0954,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,4,36.1919,6,10.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
1.5,4,38.1768,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,N
3.2,6,27.0371,9,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
2.5,4,37.0354,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,,N
5.0,8,21.1233,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,   ,N
,4,33.3477,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
1.2,3,52.4056,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,N,N
1.5,3,40.8979,6,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.0,6,29.8946,8,,2,2,Common Rail Direct Diesel Injection,Turbocharged,Automatic,   ,N
2.0,4,31.6813,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
1.5,4,40.2905,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
3.7,6,25.6842,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,   ,N
6.2,8,19.0062,10,10.0,1,1,Spark Ignition Direct Injection,Supercharged,XXXXX,   ,N
,6,27.9923,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
3.5,6,32.6809,7,10.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
2.0,4,30.7579,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
3.9,8,24.046999999999997,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.6,6,25.256999999999998,6,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
2.7,6,25.4751,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
2.0,4,31.4849,9,10.0,2,2,unknown,Turbocharged,Automatic,N,N
,6,34.8278,10,15.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
3.0,6,28.8342,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,8,18.9864,8,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,4,31.8129,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
1.5,4,45.8096,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
2.0,4,34.8705,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,N
,8,22.0994,8,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
4.0,8,23.0425,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,24.3501,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
1.4,4,36.703,6,10.0,2,2,Multipoint/sequential fuel injection,Turbocharged,XXXXX,N,Y
,6,20.5802,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,,N
3.6,6,31.5391,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
4.0,8,26.2333,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,6,24.7683,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
5.2,10,21.2849,7,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,Y,Y
3.0,6,25.709,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.4,4,29.7856,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
2.0,4,29.6032,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged+Supercharged,Semi-Automatic,   ,N
2.0,4,29.7509,8,10.0,2,2,unknown,Turbocharged+Supercharged,Semi-Automatic,N,N
4.4,8,20.7274,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
6.0,12,17.5055,8,15.0,2,2,Multipoint/sequential fuel injection,Turbocharged,XXXXX,   ,N
6.2,8,21.8209,10,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
3.6,6,28.1656,6,15.0,2,2,unknown,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2.0,4,33.7374,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
3.8,6,26.2071,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
3.0,6,29.5478,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,35.8753,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
5.3,8,24.2159,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
2.0,4,32.7171,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
,4,31.9834,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
2.0,4,33.568000000000005,6,10.0,2,2,unknown,Turbocharged,Manual,   ,Y
,12,17.6804,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
3.0,6,23.9588,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.0,4,36.9924,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
,4,34.7593,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
,8,25.2094,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
4.0,8,17.7814,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,33.522,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,32.5204,9,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,6,29.8533,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.0,4,34.2607,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,   ,N
3.0,6,24.6108,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,XXXXX,,N
2.0,4,29.6836,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
3.5,6,29.4086,10,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
,6,40.8161,10,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
2.0,4,33.3112,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
6.8,8,17.1546,8,15.0,1,1,Multipoint/sequential fuel injection,Turbocharged,XXXXX,Y,N
2.0,4,34.6553,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
1.6,4,41.3016,5,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,6,28.3,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
2.0,4,33.7374,6,10.0,2,2,unknown,Turbocharged,Manual,   ,Y
2.0,4,28.4345,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
,4,34.3268,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
,6,40.8636,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
2.0,4,31.6376,9,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
4.0,8,24.2537,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,Y
,6,25.8924,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
2.0,4,30.3953,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
5.3,8,25.8816,8,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
3.5,6,28.9481,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
5.3,8,24.1222,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
2.0,4,38.0748,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,Y
3.0,6,29.389,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
2.7,6,27.3589,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
2.0,4,36.8982,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
2.0,4,32.1385,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
3.0,6,27.723000000000003,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,,N
,8,18.7285,6,85.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
3.0,6,29.7799,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
,4,30.3042,6,10.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,N,N
3.0,6,30.3495,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,37.1265,8,,2,2,Common Rail Direct Diesel Injection,Turbocharged,Semi-Automatic,   ,N
6.0,12,19.8385,7,10.0,2,1,unknown,Turbocharged,Automatic,N,N
2.0,4,36.1101,7,85.0,2,2,unknown,Turbocharged,Automated Manual,,N
3.0,6,29.8689,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,XXXXX,,N
2.0,4,34.035,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
2.0,4,35.0563,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
3.6,6,29.5612,8,10.0,2,2,unknown,Naturally Aspirated,XXXXX,Y,N
2.5,4,28.8207,6,85.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
1.4,4,36.4566,6,10.0,2,2,unknown,Turbocharged,Automatic,   ,Y
3.6,6,23.9231,5,10.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
3.3,6,27.2534,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
3.5,6,39.7588,7,10.0,2,2,unknown,Naturally Aspirated,XXXXX,,Y
2.4,4,29.6064,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
2.0,4,37.9748,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
3.0,6,32.1559,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.5,6,39.1673,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
2.4,4,29.5908,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
1.5,3,37.4324,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
3.3,6,25.3539,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,N
5.3,8,23.0686,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
1.2,3,55.8575,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,N,N
,6,39.6766,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
2.0,4,33.1536,8,10.0,2,2,unknown,Turbocharged+Supercharged,Semi-Automatic,N,N
,4,44.8287,5,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
3.3,6,26.6212,6,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
1.4,4,45.8337,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
6.6,12,19.9689,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,N
3.7,6,26.2725,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,Y
3.0,6,26.398000000000003,6,10.0,2,2,unknown,Turbocharged,XXXXX,   ,Y
2.4,4,31.0576,9,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,Y
3.9,8,22.866,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,   ,N
2.0,4,36.3562,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
3.3,6,26.2756,6,15.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
,4,31.697,9,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
2.0,4,33.2205,7,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,N
,6,38.5286,10,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
2.5,4,41.8459,1,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,N,N
,4,28.4756,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
6.2,8,21.5034,8,10.0,1,1,Spark Ignition Direct Injection,Supercharged,XXXXX,Y,N
3.0,6,30.9551,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
,3,43.2396,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
1.5,3,40.8979,6,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,6,37.3977,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,6,24.1341,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Manual,   ,N
,4,35.352,5,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
,4,39.8338,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,,N
,4,28.9412,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
6.2,8,26.1927,8,10.0,1,1,unknown,Naturally Aspirated,XXXXX,Y,N
1.8,4,44.1552,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,   ,N
,4,34.7198,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,   ,Y
,4,29.3544,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.6,6,25.8478,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
3.0,6,30.8695,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,XXXXX,N,Y
3.3,6,24.9197,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,6,23.8755,5,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
3.5,6,28.7263,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,Y
,4,32.266999999999996,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,4,36.4041,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
3.0,6,28.9538,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,47.0624,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,Y
2.0,4,30.2774,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,6,29.8923,8,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
2.4,4,38.2558,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
5.0,8,22.1307,10,85.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,   ,N
2.0,4,35.7393,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,N
4.0,8,26.2352,9,10.0,2,2,unknown,Turbocharged,Automatic,Y,N
4.0,8,23.8685,9,10.0,2,2,unknown,Turbocharged,Automatic,N,N
,6,30.8911,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
3.0,6,29.7627,6,10.0,2,2,unknown,Turbocharged,XXXXX,   ,Y
,6,30.5444,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
1.8,4,32.6846,6,15.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
3.0,6,30.4629,9,10.0,2,2,unknown,Turbocharged,Automatic,N,N
3.0,6,30.4619,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,,N
,6,26.8518,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
,6,28.4075,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
3.5,6,28.9779,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
,12,17.9524,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
6.0,12,20.4316,8,10.0,2,2,unknown,Naturally Aspirated,XXXXX,   ,N
1.4,4,45.8337,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
1.8,4,37.2701,5,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,38.4204,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,   ,N
,4,40.0411,4,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
2.0,4,35.5376,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
4.0,8,27.0244,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,Y,N
5.3,8,24.8733,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
5.0,8,25.1311,10,85.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,N,N
,8,25.1081,10,85.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
3.5,6,25.3506,6,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
5.3,8,23.0686,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,4,35.3856,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
2.0,4,41.0931,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
